Date,Open,High,Low,Close,Volume,Trading Value
2020-12-16 23:30:00+09:00,26.0,30.010000228881836,22.610000610351562,29.469999313354492,13459800.0,29.469999313354492
2020-12-17 23:30:00+09:00,28.64299964904785,39.849998474121094,28.25,35.77000045776367,7042200.0,35.77000045776367
2020-12-18 23:30:00+09:00,38.02000045776367,48.65999984741211,37.060001373291016,44.09000015258789,7266500.0,44.09000015258789
2020-12-21 23:30:00+09:00,44.0,47.9900016784668,40.0,41.099998474121094,2833800.0,41.099998474121094
2020-12-22 23:30:00+09:00,43.099998474121094,48.08000183105469,40.650001525878906,47.84000015258789,3727400.0,47.84000015258789
2020-12-23 23:30:00+09:00,47.5,51.39799880981445,43.02000045776367,46.31999969482422,3142400.0,46.31999969482422
2020-12-24 23:30:00+09:00,46.59000015258789,47.470001220703125,42.505001068115234,43.959999084472656,873100.0,43.959999084472656
2020-12-28 23:30:00+09:00,44.310001373291016,45.0,38.04999923706055,42.630001068115234,1882200.0,42.630001068115234
2020-12-29 23:30:00+09:00,42.040000915527344,42.4900016784668,39.5099983215332,40.75,646400.0,40.75
2020-12-30 23:30:00+09:00,41.20000076293945,41.5,38.11000061035156,38.869998931884766,1049500.0,38.869998931884766
2020-12-31 23:30:00+09:00,38.20000076293945,40.95000076293945,36.2599983215332,40.75,966800.0,40.75
2021-01-04 23:30:00+09:00,40.34000015258789,45.0,38.04999923706055,43.9900016784668,1347100.0,43.9900016784668
2021-01-05 23:30:00+09:00,45.099998474121094,53.630001068115234,44.20000076293945,48.369998931884766,3590700.0,48.369998931884766
2021-01-06 23:30:00+09:00,47.04999923706055,57.0,45.13999938964844,52.13999938964844,2903200.0,52.13999938964844
2021-01-07 23:30:00+09:00,55.9900016784668,61.2599983215332,55.040000915527344,55.38999938964844,1518900.0,55.38999938964844
2021-01-08 23:30:00+09:00,58.0,58.0,50.279998779296875,52.72999954223633,1407700.0,52.72999954223633
2021-01-11 23:30:00+09:00,51.0,56.0,50.529998779296875,54.709999084472656,1338200.0,54.709999084472656
2021-01-12 23:30:00+09:00,56.11000061035156,63.5,55.529998779296875,62.47999954223633,1831000.0,62.47999954223633
2021-01-13 23:30:00+09:00,60.61000061035156,69.4800033569336,57.70000076293945,57.880001068115234,1785600.0,57.880001068115234
2021-01-14 23:30:00+09:00,60.91999816894531,67.43000030517578,59.4900016784668,60.63999938964844,1288700.0,60.63999938964844
2021-01-15 23:30:00+09:00,60.63999938964844,62.599998474121094,55.599998474121094,56.0,1409500.0,56.0
2021-01-19 23:30:00+09:00,58.130001068115234,61.630001068115234,53.0,54.279998779296875,1872400.0,54.279998779296875
2021-01-20 23:30:00+09:00,54.5099983215332,56.220001220703125,53.25,55.220001220703125,935500.0,55.220001220703125
